"7425868","denuclearize","無核化; (vt.) 撤除核武器"
"7427329","express","表現; (n.) 快車，快遞，專使；捷運公司"
"7427332","dharma","法; (n.) （佛教中的）達摩（指佛的教法、佛法、一切事物和現象）；（印度教的）法則"
"7427333","trance","像出神了一樣，像發呆一樣"
"7427334","procrastination","拖延; (n.) 耽擱，拖延；拖延症"
"7427338","goofing","昂然; (n.) 呆瓜"
"7427340","goofing off","濫竽充數"
"7427341","frenzy","發狂; (n.) 狂暴；狂怒；暴怒"
"7427342","dangling","懸空; (v.) 搖晃（dangle的ing形式）"
"7427344","optic","視神經; (n.) 眼睛；鏡片"
"7427396","improvise","改善性; (n.) 可改善；可改良的性質或狀態"
"7427735","vagabond","流浪者; (n.) 流浪者；浪子；流氓；懶漢"
"7428107","passersby","路人; (n.) 過路人；經過者（passerby的複數）"
"7428320","barricade","壅; (n.) 街壘；路障；爭論之處"
"7428325","haiku","俳句; (n.) 俳句；三行俳句詩"
"7429082","cadet","學員; (n.) 幼子，次子；實習生；候補軍官；陸海軍官學校的學員"
"7429696","Meridional","子午; (n.) 南歐人"
"7429703","Atlantic","大西洋; (n.) 大西洋"
"7429711","toasty","烤麵包; (adj.) 似烤麵包片的；暖和舒適的；祝酒的"
"7429719","stead","代替; (n.) 代替；用處"
"7429723","sequestered","隔離; (adj.) 隱退的；偏僻的；幽靜的"
"7432997","emirate","酋長國"
"7434257","masculine","男性; (n.) 男性；陽性，陽性詞"
"7434273","wavered","動搖; (vi.) 搖曳；躊躇；擺動"
"7434281","aerobatic","特技飛行; (adj.) [航] 用特技飛行的"
"7434285","tight-knit","綿密; (adj.) 親密的，緊密的"
"7434304","hurdle","欄; (n.) 障礙；欄；跳欄"
"7434306","karma","因果報應; (n.) 因果報應，因緣"
"7434480","halt","停; (n.) 停止；立定；休息"
"7434630","amputee","截肢; (n.) 被截肢者"
"7434633","tally","相符; (n.) 計數器；標籤；記賬"
"7434645","impaired","受損; (v.) 損害（impair的過去式和過去分詞）"
"7434647","impair","妨害; (vt.) 損害；削弱；減少"
"7434649","dispensation","分配; (n.) 分配；免除；豁免；天命"
"7435177","substitute","替代; (n.) 代用品；代替者"
"7435230","schematic","概要; (n.) 原理圖；圖解視圖"
"7435235","adolescence","青春期"
"7435258","pessimistic","悲觀; (adj.) 悲觀的，厭世的；悲觀主義的"
"7435314","stake","賭注; (n.) 樁，棍子；賭注；火刑；獎金"
"7436090","pastor","牧師; (n.) 牧師"
"7436149","backstop","逆止; (n.) 擋球網；捕手；支撐物"
"7436150","run-up","抬高; (n.) 助跑；預備階段；抬高；急劇增長"
"7436152","fudge","做傻事; (n.) 軟糖；胡說；謊話"
"7436154","brussel","布魯塞爾; (n.) 布魯塞爾（比利時首都）"
"7436155","fudge cooked up","軟糖炮製"
"7436209","obstacle","障礙; (n.) 障礙，干擾；妨害物"
"7436217","dictate","聽寫; (n.) 命令；指示"
"7436275","be dashed as","被沖"
"7436277","booth","亭; (n.) 貨攤；公用電話亭"
"7436279","centrist","中間派; (n.) 中立派議員；中間派議員"
"7436281","exuding","滲出; (vt.) 散發；流出；使滲出"
"7436418","xenophobia","排外主義; (n.) 仇外；對外國人的畏懼和憎恨"
"7436604","placard","標語牌; (n.) 海報，標語牌；招貼"
"7436609","coalition","聯盟; (n.) 聯合；結合，合併"
"7436624","cock a snook","嗤之以鼻"
"7436636","censorship","審查; (n.) 審查制度；審查機構"
"7436638","expressionist","表現; (n.) 表現派作家；表現主義藝術家"
"7436641","denouncing","譴責; (vt.) 譴責；告發；公然抨擊；通告廢除"
"7436644","crudity","生硬; (n.) 粗糙；簡陋；未成熟物"
"7436647","condemnation","非難; (n.) 譴責；定罪；非難的理由；徵用","If your little brother does something unspeakably awful, express your condemnation so he will learn not to do it again."
"7436650","savagely","野蠻; (adv.) 野蠻地；殘忍地"
"7436653","condemned","譴責; (adj.) 已被定罪的；被責難的"
"7436654","Bolshevik","布爾什維克; (n.) 布爾什維克；泛指共產黨員；激進分子"
"7436662","brink","邊緣; (n.) （峭壁的）邊緣"
"7436668","defiant","目中無人; (adj.) 挑釁的；目中無人的，蔑視的；挑戰的"
"7436670","oeuvre","執行"
"7436677","confiscate","沒收; (vt.) 沒收；充公；查抄"
"7436732","deportation","放逐; (n.) 驅逐出境；放逐"
"7436735","lithographs","版畫; (n.) 平版印刷"
"7436736","commissions","佣金; (n.) [會計] 佣金，[會計] 手續費；現金獎勵情況（commission的複數）"
"7436738","homage","尊敬; (n.) 敬意；尊敬；效忠","Homage means great respect and honor, or something done to honor a person or thing. We pay homage to our ancestors and say prayers in homage to their memory."
"7436740","Brexit-tainted","Brexit-tainted"
"7436742","paramilitary","準軍事; (n.) 準軍事部隊"
"7436746","perpetrators","肇事者; (n.) 犯罪者；作惡者；行凶者"
"7436748","nonagenarian","旬老人; (n.) 九十多歲"
"7436749","atrocity","暴行; (n.) 暴行；兇惡，殘暴","Atrocities, acts of outrageous cruelty, are often committed during wars and armed conflicts."
"7436750","Auschwitz","奧斯威辛; (n.) 奧許維次（波蘭城市名）"
"7436752","inmates","囚犯; (n.) 被收容者；居民（ inmate的名詞複數 ）"
"7436758","frail","脆弱; (n.) 燈心草簍；少婦；少女"
"7436764","crept up","爬升"
"7436765","lager","啤酒; (n.) （美）貯藏啤酒（等於lager beer）"
"7436766","artefacts","人工製品"
"7436768","cervix","宮頸; (n.) 子宮頸；頸部"
"7436769","barrack","營房; (n.) 營房；兵舍"
"7436770","malnourished","營養不良; (adj.) 營養不良的；營養失調的"
"7436772","rag","抹布; (n.) 破布；碎屑"
"7436775","clogs","木底鞋; (n.) 木屐；木底鞋（clog的複數）；阻礙"
"7436831","petrified","; (adj.) 驚呆的；目瞪口呆的"
"7439668","aisle","走道；(n.)通道，側廊","As the old saying goes, charity begins in aisle 89 of the Amazon warehouse, where workers are so terrified of being docked points for nipping to the bathroom that they’re pissing in bottles."
"7440909","confect","配製；(vt.)混合，調製","There is an entire industry of confected philanthropic awards set up to honour givers such as Jeff."
"7440910","gazillionaire","巨富；(n.)極大量 (gazillion的變形)","There is, of course, a third way in which all the tech gazillionaires who want to make the world a better place could do so, but from which they all somehow seem to recoil: tax!"
"7440911","recoil","畏縮；(vi.)畏縮，彈回，報應","There is, of course, a third way in which all the tech gazillionaires who want to make the world a better place could do so, but from which they all somehow seem to recoil: tax!"
"7440912","treble","三倍；(vi.)變成三倍；(vt.)使成三倍","Last year Amazon’s UK profits trebled but its tax bill fell."
"7440913","philanthropist","慈善家；(n.)慈善家，樂善好施的人","How can anyone who doesn’t pay decent tax be referred to as a “philanthropist”?"
"7440965","whack","重打；(vt.)重打，猛擊，擊敗；(vi.)重擊","Sorry to bring Jeff and all the others down to the level of the little people – the nurses and teachers and bricklayers and so on – who do pay a proper whack of their meagre salaries toward the societies in which we all, including Jeff, live."
"7440966","meagre","微薄；(adj.)瘦的，貧弱的，貧乏的","Sorry to bring Jeff and all the others down to the level of the little people – the nurses and teachers and bricklayers and so on – who do pay a proper whack of their meagre salaries toward the societies in which we all, including Jeff, live."
"7440968","chisel","鑿；(vt.)雕，鑿，欺騙；(vi.)雕，鑿，欺騙","But you don’t get to order turbo-accountants to chisel every last legally loopholed cent off your responsibilities, then swan in with a tiny percentage of what you’ve saved and expect to be treated like the effing messiah."
"7440969","loopholed","loopholed；(n.)漏洞，槍眼","But you don’t get to order turbo-accountants to chisel every last legally loopholed cent off your responsibilities, then swan in with a tiny percentage of what you’ve saved and expect to be treated like the effing messiah."
"7440972","eff","艾芬；(vt.)弄糟；(vi.)滾開，咒罵","But you don’t get to order turbo-accountants to chisel every last legally loopholed cent off your responsibilities, then swan in with a tiny percentage of what you’ve saved and expect to be treated like the effing messiah."
"7440976","emissary","使者；(n.)使者，間諜，密使","Looked at in the round, Jeff is just another emissary of that specific class who make you ill just so they can sell you the cure."
"7440979","flog","鞭打；(vt.)鞭打，迫使；(vi.)劇烈抖動，除塵","See also Gwyneth Paltrow, whose Goop website is always detailing madam’s various health issues, then trying to flog the fringe lunacies that presumably cause half of them."
"7440980","fringe","條紋；(n.)邊緣，穗，劉海","See also Gwyneth Paltrow, whose Goop website is always detailing madam’s various health issues, then trying to flog the fringe lunacies that presumably cause half of them."
"7440982","lunacy","lunacies；(n.)精神失常，愚蠢的行為","See also Gwyneth Paltrow, whose Goop website is always detailing madam’s various health issues, then trying to flog the fringe lunacies that presumably cause half of them."
"7440985","temerity","鹵莽；(n.)魯莽，蠻勇","Elon’s going to call you a “pedo” if you have the temerity to rescue some kids without using his non-bendy mini-submarine."
"7440988","intergalactic","星系間；(adj.)星系間的，銀河間的","– an intergalactic shit."
"7440991","faux","人造；(adj.)人造的，（法）假的","Galaxy Angel uses faux seriousness to its advantage, creating ludicrous scenarios that somehow seem plausible."
"7445417","avid","狂熱; (adj.) 渴望的，貪婪的；熱心的"
"7446133","perverse","悖; (adj.) 墮落的，不正當的；倔強的；違反常情的"
"7446610","apocalypse","啟示；(n.)啓示，天啓，大災難","More generally, cryptocurrencies have entered a not-so-cryptic apocalypse."
"7446611","plummet","暴跌；(vi.)垂直落下，（價格、水平等）驟然下跌","The value of leading coins such as Ether, EOS, Litecoin and XRP have all fallen by over 80%, thousands of other digital currencies have plummeted by 90%-99%, and the rest have been exposed as outright frauds."
"7446612","bloodbath","血洗；(n.)大屠殺","Faced with the public spectacle of a market bloodbath, boosters have fled to the last refuge of the crypto scoundrel: a defence of “blockchain,” the distributed-ledger software underpinning all cryptocurrencies."
"7446613","booster","助推器；(n.)升壓機，支持者，擴爆器","Faced with the public spectacle of a market bloodbath, boosters have fled to the last refuge of the crypto scoundrel: a defence of “blockchain,” the distributed-ledger software underpinning all cryptocurrencies."
"7446614","scoundrel","惡棍；(n.)惡棍，無賴，流氓","Faced with the public spectacle of a market bloodbath, boosters have fled to the last refuge of the crypto scoundrel: a defence of “blockchain,” the distributed-ledger software underpinning all cryptocurrencies."
"7446615","herald","預示；(vt.)通報，預示…的來臨","Blockchain has been heralded as a potential panacea for everything from poverty and famine to cancer."
"7446616","panacea","萬能藥；(n.)靈丹妙藥，萬能藥","Blockchain has been heralded as a potential panacea for everything from poverty and famine to cancer."
"7446617","overhyped","言過其實","In fact, it is the most overhyped – and least useful – technology in human history."
"7446618","byword","格言；(n.)諺語，格言，笑柄","But it has also become the byword for a libertarian ideology that treats all governments, central banks, traditional financial institutions, and real-world currencies as evil concentrations of power that must be destroyed."
"7446619","ideology","思想；(n.)意識形態，思想意識，觀念學","But it has also become the byword for a libertarian ideology that treats all governments, central banks, traditional financial institutions, and real-world currencies as evil concentrations of power that must be destroyed."
"7446620","anarchist","無政府主義者；(n.)無政府主義者","Blockchain fundamentalists’ ideal world is one in which all economic activity and human interactions are subject to anarchist or libertarian decentralisation."
"7446621","reliant","信賴的；(adj.)依賴的，可靠的","They would like the entirety of social and political life to end up on public ledgers that are supposedly “permissionless” (accessible to everyone) and “trustless” (not reliant on a credible intermediary such as a bank)."
"7446673","usher","迎來；(vt.)引導，迎接，開闢；(vi.)作招待員，當引座員","Yet far from ushering in a utopia, blockchain has given rise to a familiar form of economic hell."
"7446676","impoverished","貧困；(adj.)窮困的，用盡了的","A few self-serving white men (there are hardly any women or minorities in the blockchain universe) pretending to be messiahs for the world’s impoverished, marginalised and unbanked masses claim to have created billions of dollars of wealth out of nothing."
"7446677","bastion","堡壘；(n.)堡壘，棱堡","For example, a small group of companies – mostly located in such bastions of democracy as Russia, Georgia and China – control between two-thirds and three-quarters of all crypto-mining activity and all routinely jack up transaction costs to increase their fat profit margins."
"7446678","jack up","抬高；提高，頂起，用千斤頂托起","For example, a small group of companies – mostly located in such bastions of democracy as Russia, Georgia and China – control between two-thirds and three-quarters of all crypto-mining activity and all routinely jack up transaction costs to increase their fat profit margins."
"7446680","cartel","卡特爾；(n.)卡特爾，企業聯合，壟斷聯盟","Apparently, blockchain fanatics would have us put our faith in an anonymous cartel subject to no rule of law, rather than trust central banks and regulated financial intermediaries."
"7446685","buggy","越野車；(n.)童車，雙輪單座輕馬車","When something goes wrong in one of their buggy “smart” pseudo-contracts and massive hacking occurs, they simply change the code and “fork” a failing coin into another one by arbitrary fiat, revealing the entire “trustless” enterprise to have been untrustworthy from the start."
"7446686","fiat","菲亞特；(n.)命令，許可，政法","When something goes wrong in one of their buggy “smart” pseudo-contracts and massive hacking occurs, they simply change the code and “fork” a failing coin into another one by arbitrary fiat, revealing the entire “trustless” enterprise to have been untrustworthy from the start."
"7446737","kleptocracy","盜賊統治；(n.)盜賊統治","No serious institution would ever allow its transactions to be verified by an anonymous cartel operating from the shadows of the world’s authoritarian kleptocracies."
"7446740","discourse","演講；(n.)論述，談話，演講","Trump and Russia may have dominated the political discourse all summer, but last week the attention turned again to America’s internet technology giants."
"7446741","grueling","嚴罰；(adj.)累垮人的，折磨人的","They had enjoyed a few months out of the spotlight following grueling congressional hearings in Washington late last year, after evidence emerged of Russia’s use of social media fake accounts to try to influence voters in the 2016 US presidential election."
"7446744","respite","喘息；(n.)緩解，暫緩，暫時的休息","But that respite ended last week after a tweet from Donald Trump that electrified the news agenda from Silicon Valley to the capital when, seemingly out of the blue – he posted a bizarre tweet."
"7446747","bizarre","奇異的；(adj.)奇異的（指態度，容貌，款式等）","But that respite ended last week after a tweet from Donald Trump that electrified the news agenda from Silicon Valley to the capital when, seemingly out of the blue – he posted a bizarre tweet."
"7446748","censor","終檢；(vt.)審查，檢查和刪節","Trump went on to allege that Google was censoring right-wing voices and privileging voices from the left."
"7446750","scrutiny","審查；(n.)詳細審查，監視，細看","Next week, senior figures from those three companies come under scrutiny during a new set of high-profile hearings in Washington."
"7446751","double-trouble","雙重麻煩","Suddenly, the political heat was back on big tech and this time, it’s experiencing double-trouble."
"7446752","aggrieve","委屈；(vt.)使悲痛，冒犯，侵害…的合法權利","Up until now most criticism of the tech giants has come from the left, aggrieved at the ease with which Russians appeared to influence the election via bots and fake accounts spreading divisive propaganda."
"7446753","divisive","分裂；(adj.)分裂的，區分的，造成不和的","Up until now most criticism of the tech giants has come from the left, aggrieved at the ease with which Russians appeared to influence the election via bots and fake accounts spreading divisive propaganda."
"7446754","toxify","toxifying；使……具有毒性，毒化","Additionally they have been accused of toxifying public debate, exploiting people’s data and building monopolies that are distorting the US economy."
"7446755","monopoly","壟斷；(n.)壟斷，壟斷者，專賣權","Deregulation has the effect of causing many state-owned insurers to lose their monopoly on the local markets."
"7446756","incensed","激怒；(adj.)憤怒的","And this time there is a growing volume of voices on the right from senior Republicans who are incensed about perceived bias against conservatives."
"7446757","reckoning","清算；(n.)計算，清算，算帳","A reckoning may be coming and the companies lining up to defend themselves this week in Washington seem to be braced for some type of regulation."
"7446758","brace","支撐；(vt.)支撐，振作起來，激勵；(vi.)支持，打起精神","A reckoning may be coming and the companies lining up to defend themselves this week in Washington seem to be braced for some type of regulation."
"7446760","antitrust","反壟斷；(adj.)[經] 反壟斷的，[經] 反托拉斯的","And, whilst Facebook’s Mark Zuckerberg has declared himself open to regulation, there’s some talk of the need to go further – to break up the companies using antitrust laws."
"7446776","pretension","預緊；(n.)自負，要求，主張","There is a carelessness when it comes to Google, it dresses itself in scientific pretension about what it’s doing."
"7446781","voluble","能言善辯；(adj.)健談的，纏繞的，易旋轉的","As Kara Swisher wrote in the New York Times this week: “Trump himself is the most voluble politician ever to use digital media, and his entire existence has been amplified, echoed and re-echoed over and over again by the tools that Silicon Valley has let loose on the world over the past two decades.”"
"7446843","drumbeat","鼓聲；(n.)鼓聲，打鼓聲","But the drumbeat for regulation of the tech companies is growing – and the understated Democratic Senator Mark Warner may pose a bigger threat to them than the obvious danger of a noisy skirmish with the president."
"7446845","skirmish","前哨戰；(n.)小衝突，小爭論","But the drumbeat for regulation of the tech companies is growing – and the understated Democratic Senator Mark Warner may pose a bigger threat to them than the obvious danger of a noisy skirmish with the president."
"7446846","scrutiny","審查；(n.)詳細審查，監視，細看","Warner, the senior Democrat on Wednesday morning’s committee, has produced a white paper of potential policy proposals for regulation of social media and technology firms, which said “each of them deserves enormous recognition” for changing the world in positive ways, but warns “these tech giants now also deserve increased scrutiny”."
"7446847","obscure","模糊；(vt.)使…模糊不清，隱藏，使難理解","He says the companies were caught repeatedly flat-footed by Russia’s interference in the 2016 presidential election and wrote: “The speed with which these products have grown and come to dominate nearly every aspect of our social, political and economic lives has in many ways obscured the shortcomings of their creators in anticipating the harmful effects of their use.”"
"7446849","defamation","誹謗；(n.)誹謗，中傷","Tech companies could be made liable for defamation on their platforms, he proposes."
"7446850","liable","容易；(adj.)有責任的，應受罰的，有…傾向的","Tech companies could be made liable for defamation on their platforms, he proposes."
"7446903","gobsmack","gobsmacking；(vt.)使驚愕得目瞪口呆，使窘困","“I’m of the school that clearly we need some sort of privacy regulation, we need some data protection laws, that is screamingly obvious, it’s gobsmacking that we don’t have one,” he said."
"7448978","spellbind","spellbind; (vt.) 迷住；用妖術迷惑"
"7448987","forgo","放棄; (vi.) 放棄；停止；對…斷念"
"7448996","adhere","附著; (vi.) 堅持；依附；粘著；追隨"
"7448998","advocacy","擁護; (n.) 主張；擁護；辯護"
"7449000","mulish","頑強; (adj.) 頑固的，執拗的；騾子似的"
"7449005","indenture","契約; (n.) 契約；合同"
"7449006","afoot","在進行中; (adj.) 在進行中的；徒步的；準備中"
"7449009","proverb","諺語; (n.) 諺語，格言；眾所周知的人或事"
"7449014","composure","自若; (n.) 鎮靜；沉著"
"7449042","trifling","輕微; (adj.) 微不足道的；輕浮的"
"7449080","congruity","一致性; (n.) 適合，調和；一致；全等"
"7450130","liberate","解放; (vt.) 解放；放出；釋放"
"7451977","brisk","輕快; (adj.) 敏銳的，活潑的，輕快的；凜冽的"
"7451980","commodity","商品; (n.) 商品，貨物；日用品"
"7451987","gob","凝塊; (n.) 凝塊；水兵"
"7451990","smack","拍擊; (n.) 滋味；少量；海洛因；風味"
"7452070","adage","諺語; (n.) 格言，諺語；箴言"
"7452078","prophetic","預言的; (adj.) 預言的，預示的；先知的"
"7452085","kleptomania","盜竊癖; (n.) 盜竊癖"
"7452091","escort","護送; (n.) 陪同；護航艦；護衛隊；護送者"
"7452100","veracity","準確性; (n.) 誠實；精確性；老實；說真實話"
"7452102","whack","重打; (n.) 重擊；嘗試；份兒；機會"
"7452131","abet","助長; (vt.) 煽動，教唆；支持"
"7452132","abettor","幫兇; (n.) 教唆犯；唆使者"
"7452951","reprimand","懲戒; (n.) 譴責；訓斥；申訴"
"7452962","connoisseur","行家; (n.) 鑑賞家；內行"
"7454206","funnel","漏斗；(vt.)通過漏斗或煙囪等，使成漏斗形；(vi.)通過漏斗等，成漏斗形","Funnel."
"7454349","folly","蠢事","It is romantic folly to think otherwise."
"7454350","bedazzle","痴痴；(vt.)使困惑，使著迷，使混亂","No one should be bedazzled by folksy talk of our “special relationship”: it is becoming less “special” year by year."
"7454351","folksy","平易近人；(adj.)有民間風味的，和氣的，無拘束的","No one should be bedazzled by folksy talk of our “special relationship”: it is becoming less “special” year by year."
"7454352","folksy talk","親切的談話","No one should be bedazzled by folksy talk of our “special relationship”: it is becoming less “special” year by year."
"7454409","statesman","政治家；(n.)政治家，國務活動家","A long line of former statesmen will be turning in their graves."
"7454418","belligerent","交戰的；(adj.)交戰的，好戰的，交戰國的","But, even if they have (and not all the signs are good), belligerent noises-off – on a daily basis – have built up ill will, and made the prime minister’s task even more difficult."
"7454427","constituency","選民；(n.)（選區的）選民，支持者，（一批）顧客","I have no constituency vote clouding my view of Brexit."
"7454428","ambition","志向；(n.)野心，抱負","I have no ambition driving my support for it."
"7454434","colossal","龐大；(adj.)巨大的，異常的","Nonetheless, after weighing its frustrations and opportunities, there is no doubt in my own mind that our decision is a colossal misjudgment that will diminish both the UK and the EU."
"7454435","hamper","阻礙；(vt.)妨礙，束縛，使困累","It will damage our national and personal wealth, and may seriously hamper our future security."
"7454437","affordability","承受能力; (n.) 支付能力；負擔能力；可購性"
"7454440","protectionist","保護主義者；(n.)貿易保護主義者","The free market majority may be at risk: protectionists will be encouraged and, perhaps, empowered."
"7454441","franco-german","法德；法德的","The UK will no longer be a buffer between the Franco-German steamroller and smaller nations."
"7454442","wellbeing","福利；(n.)幸福，福利，安樂","It is our predominant economic partner and our wellbeing is inexorably linked to their own wellbeing."
"7454443","inexorably","無情；(adv.)不可逆轉地；(adv.)無情地，冷酷地","It is our predominant economic partner and our wellbeing is inexorably linked to their own wellbeing."
"7454444","disdain","蔑視；(n.)蔑視","In the hot heat of debate it should not be forgotten that we ignore the EU, disdain it, or stand aside from it, at our own risk."
"7454529","intransigence","不妥協；(n.)不妥協，不讓步，不調和","The risk of intransigence – “my way or no way” – is that the mainstream parties will be dragged further right and further left."
"7454530","antipathy","反感；(n.)反感，厭惡，憎惡","Our nation should not tolerate the unreasoning antipathy of the extremes – to the EU, to foreigners or to minority groups."
"7454531","repellent","驅蚊；(n.)防護劑，防水布，排斥力","Such antipathy is repellent, and diminishes us as a nation."
"7454532","raucous","沙啞；(adj.)沙啞的，刺耳的，粗聲的","Softer, more reasonable voices should not be drowned out by the raucous din of the loudest."
"7454533","drown out","淹沒；淹沒，壓過","Softer, more reasonable voices should not be drowned out by the raucous din of the loudest."
"7454534","din","吵鬧；(n.)喧囂","Softer, more reasonable voices should not be drowned out by the raucous din of the loudest."
"7454535","raucous din","喧鬧的喧囂","Softer, more reasonable voices should not be drowned out by the raucous din of the loudest."
"7454536","tug of war","拉鋸戰；拔河，拔河比賽，兩派間的激烈競爭","It’s about four nations who deserve more than an ideological tug of war."
"7454537","civility","禮貌；(n.)禮貌，禮儀，端莊","Respect and civility would do much to help lift politics out of the dog days in which it is now living."
"7454538","confrontation","對抗；(n.)對抗，面對，對峙","More compromise – less confrontation."
"7455283","Pocahontas","風中奇緣；(n.)風中奇緣（電影名稱）","How Donald Trump weaponised Pocahontas in a new identity war"
"7455285","ethnic","民族；(adj.)種族的，人種的","We all have identities, after all, and in racialised societies like this one it’s ethnic minorities who are guilty of playing “identity politics” for having the audacity to own, articulate or organise around that experience."
"7455286","audacity","大膽；(n.)大膽，厚顏無恥","We all have identities, after all, and in racialised societies like this one it’s ethnic minorities who are guilty of playing “identity politics” for having the audacity to own, articulate or organise around that experience."
"7455287","articulate","說出；(vt.)清晰地發（音），明確有力地表達，用關節連接；(vi.)發音，清楚地講話，用關節連接起來","We all have identities, after all, and in racialised societies like this one it’s ethnic minorities who are guilty of playing “identity politics” for having the audacity to own, articulate or organise around that experience."
"7455294","purveyor","傳播者；(n.)承辦商，伙食承辦商，供應糧食者","All politics are identity politics and, if we really want to use the term, the rightwing purveyors of nativist populism have been among the most devoted practitioners."
"7455295","nativist","本土；(n.)先天論者，本土主義者，本土文化保護者","All politics are identity politics and, if we really want to use the term, the rightwing purveyors of nativist populism have been among the most devoted practitioners."
"7455346","slur","辱罵；(n.)污點，誹謗，連音符","There is nothing at the moment to suggest the next US presidential election will be between anything other than two white candidates, but that won’t stop Donald Trump from using racist slurs."
"7455400","lineage","血統；(n.)血統，家系","That ethnic status has specific meaning in the US, where membership is a question of meeting requirements for tribal citizenship rather than simply proving lineage."
"7455401","impending","即將發生的；(adj.)即將發生的，迫切的，懸掛的","But by going into her family background, in the inevitably polarising context of an impending election, Warren’s new video performs a few useful tasks simultaneously."
"7455402","delve","再往；(vi.)鑽研，探究，挖；(vt.)鑽研，探究，挖","It delves into a down-home Oklahoma narrative about an ordinary middle-class family: three older, brothers all of them former military, some of them Republican voters, and her “momma and daddy”, hardworking Americans who married when barely out of their teens."
"7455498","bigotry","偏執；(n.)偏執，頑固，盲從","The real point of the film, though, is to show up Trump-type bigotry."
"7455525","sepia","烏賊；(n.)烏賊，深褐色，烏賊的墨","“That kind of discrimination,” she says, looking at sepia photos of this family from a time when Oklahoma had only recently ceased to be an Indian nation and become a federal state, “was common at the time.”"
"7455526","ancestry","祖先；(n.)祖先，血統","There’s an interview with a cousin who is a citizen of the Cherokee nation, and then – in a big reveal – test results that “suggest that you absolutely have a Native American ancestry in your pedigree,” says Carlos Bustamante, a professor of genetics at Stanford, who analysed Warren’s DNA."
"7455527","pedigree","譜系；(n.)血統，家譜","There’s an interview with a cousin who is a citizen of the Cherokee nation, and then – in a big reveal – test results that “suggest that you absolutely have a Native American ancestry in your pedigree,” says Carlos Bustamante, a professor of genetics at Stanford, who analysed Warren’s DNA."
"7455546","dodgy","躲閃的；(adj.)狡猾的，善於騙人的，躲閃的","First of all, the relationship between race and genetics is dodgy as hell."
"7455654","surreal","超現實主義；(adj.)超現實主義的，離奇的，不真實的","What’s surreal about this whole debate is that, in trying to belittle Warren’s Native American heritage, Trump has multiplied its symbolism."
"7455691","ludicrous","滑稽的；(adj.)滑稽的，荒唐的","And on the other an incumbent who thinks this ludicrous framework is an appropriate one for a discussion about descending from the indigenous – and still oppressed – inhabitants of his land."
"7457220","amidst","煙雨；(prep.)在…當中","The Philadelphia Police Department advised residents not to contact emergency services amidst the outage."
"7459261","collocation","搭配; (n.) 搭配；配置；排列"
