"7513743","hectic","忙碌; (n.)","Things that are hectic tend to be happen quickly and all at once — that's why a hectic day makes people nervous."
"7517798","raillery","玩笑; (n.) 逗趣；開玩笑","Use the noun raillery to describe a kind of joking or gentle teasing. There will probably be a bit of raillery between elementary school students on a field trip bus, for example."
"7517799","mockery","蔑視; (n.) 嘲弄；笑柄；徒勞無功；拙劣可笑的模仿或歪曲"
"7517800","nebula","星雲; (n.) 星雲；角膜雲翳"
"7517801","cornea","角膜; (n.) [解剖] 角膜"
"7517807","artery","動脈; (n.) 動脈；幹道；主流"
"7517808","anterior","(身體部位) 在···之前, 以前"
"7519880","pride","自豪; (n.) 自豪；驕傲；自尊心；獅群","prides of lions"
"7519897","squadron","隊; (n.) 空軍中隊；一群；騎兵中隊；分遣隊；小艦隊"
"7519906","nonobvious","隱性"
"7519909","foul line","（球場的）邊線；界線"
"7519916","beholder","旁觀者; (n.) 旁觀者；觀看者"
"7519972","flair","風騷; (n.) 天資；天分；資質；鑑別力"
"7519974","robust","強大的; (adj.) 強健的；健康的；粗野的；粗魯的","Use robust to describe a person or thing that is healthy and strong, or strongly built. This adjective also commonly describes food or drink: a robust wine has a rich, strong flavor."
"7519982","induce","促使; (vt.) 誘導；引起；引誘；感應"
"7519986","priming effect","啟動效應；準備效應；[土壤] 激發效應"
"7519989","exasperate","惡化; (vt.) 惡化；使惱怒；激怒","when you exasperate a busy waiter by asking questions like ""what are all the ingredients in the salad dressing?"" and making him repeat the specials five times."
"7520003","sole","唯一"
"7520004","priming","鞋底；腳底；基礎；鰨目魚"
"7521124","sippy","有吸嘴的"
"7522042","agribusiness","農業; (n.) 農業綜合企業（包括農業設備、用品的製造、農產品的產銷、製造加工等）"
"7522332","diablerie","(n.) 魔鬼行為；開玩笑；妖術"
"7522336","deviltry","(n.) 惡行；殘暴"
"7522502","witchcraft","巫術; (n.) 巫術；魔法"
"7524042","crank","曲柄; (n.) 曲柄；奇想"
"7524043","woven","編織; (n.) 機織織物"
"7524044","strand","縷; (n.) 線；串；海濱"
"7524046","devotee","擁護者; (n.) 信徒；愛好者"
"7524073","hackneyed","陳腐; (adj.) 陳腐的；平庸的"
"7524074","whimsical","怪誕的; (adj.) 古怪的；異想天開的；反复無常的"
"7524085","chagrin","懊惱; (n.) 懊惱；委屈；氣憤"
"7525245","panache","鷺; (n.) 羽飾；燦爛；耍派頭"
"7525252","flamboyant","龍飛鳳舞; (adj.) 艷麗的；火焰似的；炫耀的"
"7525669","umpire","裁判; (n.) 裁判員，仲裁人"
"7525686","antediluvian","過時的; (n.) 大洪水以前的人；年邁的人；不合時宜的人"
"7525743","accede","加入; (vi.) 加入；同意；就任"
"7525744","accomplice","同案犯; (n.) 同謀者，[法] 共犯"
"7525747","vestment","外衣，法衣; (n.) （作禮拜時教士的）法衣；官服；祭壇布；禮服；衣服"
"7525749","racy","活潑; (n.) (Racy)人名；(葡、阿拉伯)拉西"
"7525763","trance","發呆; (n.) 恍惚；出神；著迷，入迷"
"7525772","trance","發呆; (n.) 恍惚；出神；著迷，入迷","He didn't answer when I spoke, he seems to be in a trance"
"7525776","jigsaw puzzle","拼圖遊戲; (n.) 七巧板；智力拼圖玩具"
"7525777","jingoism","沙文主義; (n.) 侵略主義；沙文主義；武力外交政策"
"7525779","jockey","騎師; (n.) 操作工；駕駛員；賽馬的騎師"
"7525784","fest","巨星; (n.) 集會；節日"
"7525789","gruel","粥; (n.) 稀粥"
"7525796","kennel","狗窩; (n.) 狗屋；養狗場；[建] 陰溝；一群狗"
"7525799","imper","(abbr.) 命令"
"7525800","imperial","帝國; (n.) 紙張尺寸；特等品"
"7525802","imperator","大將軍; (n.) 絕對統治者，最高統治者；古羅馬皇帝"
"7525805","aorta","大動脈; (n.) [解剖] 主動脈"
"7525808","apocryphal","杜撰; (adj.) 偽的；可疑的"
"7525815","caper","跳躍; (n.) 跳躍，雀躍；刺山柑花蕾；不法活動"
"7525821","capillary","毛細管; (n.) 毛細管"
"7525825","fixation","固定術; (n.) 異常依戀，固戀，痴迷；癖"
"7525872","trajectory","彈道; (n.) [物] 軌道，軌線；[航][軍] 彈道"
"7525885","oracular","神諭; (adj.) 神諭的；謎似的；玄妙深奧的"
"7525891","epitome","縮影; (n.) 縮影；摘要；象徵"
"7525899","bazaar","市場; (n.) 集市；市場；義賣市場"
"7526275","quelling","平息; (n.) 抑制"
"7526277","poised","準備; (adj.) 泰然自若的，鎮定的；平衡的，均衡的；擺好姿勢不動的，靜止的"
"7526369","juggler's","騙子的"
"7526371","hocus-pocus","花招，詭計"
"7526378","stratagem","計策; (n.) 策略；計謀"
"7526443","insolence","傲慢; (n.) 傲慢；傲慢無禮的行為"
"7527406","verge","邊緣; (n.) 邊緣","on the verge of "
"7527410","furious","狂怒; (adj.) 激烈的；狂怒的；熱烈興奮的；喧鬧的"
"7527864","bailiff","法警; (n.) 法警；執行官；區鎮的地方長官"
"7529005","tinker","修補匠; (n.) 補鍋匠；修補匠；焊鍋；（美）小鯖魚"
"7529009","succinct","簡潔; (adj.) 簡潔的；簡明的；緊身的"
"7531085","bogus","虛假；(adj.)假的，僞造的","Command: PASV Response: 226-File successfully transferred Response: 227 Entering Passive Mode (97,74,215,185,195,219) That's bogus."
"7531218","cud","反芻的食物"
"7531337","arduous","艱鉅；(adj.)努力的，費力的，險峻的","Armed with machetes they worked with their woodsmen in the arduous task of trail cutting."
"7531338","juxtapose","並列；(vt.)並列，並置","She divides their stories into helpfully labeled chapters that juxtapose their stories at each stage."
"7531343","lemonade","檸檬汽水；(n.)檸檬水","Some days it will be hot and sunny and on those days, you will want to make plenty of lemonade to sell."
"7531345","superstition","迷信；(n.)迷信","On the one hand it was a repository for formalized superstition ; on the other it stood ready for interpretational abuse in criminology, eugenics, ethnography, and the construction of racial stereotypes."
"7531346","bourgeois","資產階級；(n.)資本家，九點活字，中產階級的人，追求物質享受和社會地位者；(adj.)資產階級的，中產階級的，貪圖享受的","They both were scions of bourgeois families, raised and living in a typical middle class milieu."
"7531347","paltry","微不足道；(adj.)不足取的，無價值的，瑣碎的，卑鄙的","A paltry amount is so small it's not even worth thinking about. In the novel ""Oliver Twist,"" when Oliver is given a paltry amount of gruel — not nearly enough — he asks, ""Please, sir, can I have some more?"""
"7531351","egalitarian","平均主義；(n.)平等主義，平等主義者；(adj.)平等主義的","Would you say that your struggle is for an egalitarian society?"
"7531352","turmoil","動盪；(n.)混亂","He would lie awake, his mind in turmoil , too active with the words of the professor."
"7531355","incentivized","誘因；以物質刺激鼓勵"
"7531360","spur","骨刺；(n.)鼓舞，馬刺，山坡；(vt.)激勵，給…裝踢馬刺；(vi.)騎馬疾馳，給予刺激","The government says the tax cuts are needed to spur a stagnant economy."
"7531361","ingenuity","創造力；(n.)心靈手巧，精巧，精巧的裝置；(n.)西門子公司將其品牌宣言“Ingenuity for life” 詮釋爲“博大精深 同心致遠”","By the very nature of them it is clear you are a man of some intelligence and some ingenuity ."
"7531362","exorbitant","高昂；(adj.)（要價等）過高的，（性格等）過分的，不在法律範圍之內的","He feared it would lead to a situation where private people allotted spaces at exorbitant prices to vehicle owners."
"7531363","gratify","取悅；(vt.)使滿足，使滿意","Under colonialism, a nation is a ground on which men may gratify their desires for control and honor."
"7531480","impatient","不耐煩；(adj.)焦躁的，不耐心的","Impatient"
"7531540","nurture","滋養；(vt.)養育，鼓勵，培植","By offering customer service in channels where your customers are most active, you can make their lives much, much easier, which in turn nurtures customer loyalty, which helps you grow your business."
"7531621","Epithet","稱號；(n.)綽號，渾名","The noun epithet is a descriptive nickname, such as ""Richard the Lionhearted,"" or ""Tommy the Terrible."" When it takes a turn for the worse, it can also be a word or phrase that offends."
"7531624","it","它；(abbr.)信息技術information technology；(abbr.)意大利Italy，意大利的Italian","
A hatchet job is an unfair attack on someone, especially a written attack. A newspaper article disguised as a movie review might, on closer inspection, actually be a hatchet job on the film's director."
"7531647","jeopardy","危險；(n.)危險，（被告處於被判罪或受處罰的）危險境地","To be in jeopardy is to be in danger."
"7531648","nacho","玉米片；(n.)（墨西哥人食用的）烤乾酪辣味玉米片","Eating three plates of nachos a day may improve your chances of winning your office's nacho-eating contest;"
"7531650","peril","岌；(n.)危險，冒險","If you realize mid-climb that your rock climbing rope is frayed, you might be in peril."
"7531651","imminent","即將來臨；(adj.)即將來臨的，迫近的","The word peril means imminent danger to life and limb."
"7531655","scupper","排水口；(vt.)使船沉沒，突襲","Scupper"
"7532236","allot","分配; (vt.) 分配；撥給；分派"
"7532304","karst","岩溶；(n.)喀斯特地形（石灰岩地區常見的地形）","FAST (an acronym for the 500-metre Aperture Spherical Telescope) is a giant dish hidden in the remote mountains of Guizhou, which has some of the nation’s largest karst caves and limestone hills."
"7532305","surmount","超越；(vt.)克服，戰勝","Surmounting this obstacle is seen as critical if China is to achieve its goal of becoming an innovation leader by 2050."
"7533605","inflammation","炎; (n.) [病理] 炎症；[醫] 發炎；燃燒；發火"
"7533606","sclerosis","硬化; (n.) [病理] 硬化，[醫] 硬化症；細胞壁硬化"
"7533607","enigmatic","神秘; (adj.) 神秘的；高深莫測的；謎一般的","Something that's enigmatic is tough to figure out"
"7533608","asteroids","小行星; (n.) [天] 小行星（asteroid的複數）"
"7533613","antisemitic","反猶主義的"
"7533614","deforestation","森林砍伐; (n.) 採伐森林；森林開伐"
"7533615","hirsute","粗毛; (adj.) 多毛的；[昆] 有粗毛的"
"7533616","untrammeled","奔放; (adj.) 自由自在的；無阻礙的（等於untrammelled）"
"7533618","humpbacked","駝背; (adj.) 駝背的"
"7533619","exodus","出埃及記; (n.) 大批的離去"
"7533620","trudging","跋涉; (vi.) 跋涉；步履艱難地走"
"7533635","friar","修士; (n.) 化緣修士；男修道士"
"7533648","punchy","鏗鏘有力; (adj.) 強力的；頭昏眼花的"
"7533652","prodigy","神童; (n.) 奇蹟，奇事；奇才；奇觀；預兆"
"7533653","stymie","阻礙; (n.) 妨礙球"
"7533655","caveat","警告; (n.) 警告；中止訴訟手續的申請；貨物出門概不退換；停止支付的廣告"
"7533657","antitheft","防盜; (n.) 防盜"
"7533658","antithetical","對立的; (adj.) 對立的，正相反的"
"7533661","myelin","髓鞘; (n.) [生化] 髓磷脂（等於myeline）"
"7533671","haphazard","偶然; (n.) 偶然；偶然事件"
"7534040","slather","塗滿; (n.) 大量"
"7534045","straw-man","稻草人；替別人做偽證者；假想對手；無足輕重的人或事"
"7534049","cadence","韻律; (n.) 節奏；韻律；抑揚頓挫"
"7534052","serendipity","意外發現; (n.) 意外發現珍奇事物的本領；有意外發現珍寶的運氣"
"7534054","interlude","插曲; (n.) 插曲；穿插；幕間節目；[數] 插算","brief interlude in between "
"7534056","nag","嘮叨; (n.) 嘮叨；老馬；競賽馬"
"7534141","impenetrable","費解的；(adj.)不能通過的，頑固的，費解的","Spend any amount of time gazing at an ant's nest (hey, what you do with your time is your business) and it's clear that the whirling mass of tiny bodies is an impenetrable, chaotic mess to the casual observer."
"7534142","whirling","旋轉；(adj.)旋轉的，渦流的","Spend any amount of time gazing at an ant's nest (hey, what you do with your time is your business) and it's clear that the whirling mass of tiny bodies is an impenetrable, chaotic mess to the casual observer."
"7534145","maelstrom","漩渦；(n.)大漩渦，極度混亂，不可抗的破壞力","But if you really want to keep tabs on individual ants, you could try painting them with identifying colours – in which case that maelstrom of activity might start to make sense, and in so doing, help solve a mystery about ants that was first noticed in 2015."
"7534146","entomologist","昆蟲學者；(n.)昆蟲學者","Back then, entomologist Daniel Charbonneau from the University of Arizona made the discovery that, despite how busy and industrious ant colonies seem to be, their general blur of movement masks a stunning truth: some 40 percent of the workforce are actually inactive slackers."
"7534149","chore","瑣事；(n.)家庭雜務，日常的零星事務，討厭的或累人的工作","And whenever they're doing anything other than doing nothing, they do chores around the nest, like a bit of brood care here or grooming another worker there."
"7534150","circadian","晝夜；(adj.)生理節奏的（指與地球二十四小時運轉聯繫的新陳代謝、內分泌作用及睡眠等節奏有關的），以24小時爲週期的","After discounting the prospect of ants taking breaks (seriously) and various other hypotheses – such as seasons or circadian rhythms affecting their work ethic – the researchers simply concluded that some ants basically 'specialise' in being lazy layabouts, although the rationale behind this patently unfair division of labour remained unknown."
"7534151","work ethic","職業道德；職業道德，職業倫理","After discounting the prospect of ants taking breaks (seriously) and various other hypotheses – such as seasons or circadian rhythms affecting their work ethic – the researchers simply concluded that some ants basically 'specialise' in being lazy layabouts, although the rationale behind this patently unfair division of labour remained unknown."
"7534153","thorax","胸部；(n.)[解剖] 胸，胸腔","One on head, one on thorax, and two dots on abdomen."
"7534154","abdomen","腹部；(n.)腹部，下腹，腹腔","One on head, one on thorax, and two dots on abdomen."
"7534159","forage","覓食；(vi.)搜尋糧草，搜尋","This makes sense because without foraging and brood care, workers and brood won't be fed, which will likely incur a large fitness cost to the colony very quickly,"
"7534160","brood care","育雛","This makes sense because without foraging and brood care, workers and brood won't be fed, which will likely incur a large fitness cost to the colony very quickly,"
"7534161","brood","窩；(n.)一窩，一夥","This makes sense because without foraging and brood care, workers and brood won't be fed, which will likely incur a large fitness cost to the colony very quickly,"
"7534162","incur","招致；(vt.)招致，蒙受","This makes sense because without foraging and brood care, workers and brood won't be fed, which will likely incur a large fitness cost to the colony very quickly,"
"7534163","homeostasis","動態平衡；(n.)[生理] 體內平衡，[自] 內穩態","These events undermine metabolic homeostasis , but may not directly lead to overt diabetes in the early stage."
"7535029","penumbra","半影; (n.) 半影"
"7535036","tassel","流蘇; (n.) 流蘇；纓；穗"
"7535037","pendent","下垂; (adj.) 懸而未決的；下垂的；未定的；向外伸出的"
"7535355","mandate","授權；(vt.)授權，託管","Conservationists are calling for a mandated target for wilderness conservation that will preserve the planet’s vulnerable ecosystems."
"7535359","Antarctica","南極洲；(n.)南極洲","The data excludes untouched wilderness in Antarctica and on the high seas that is not contained within national borders."
"7535360","annihilation","殲滅；(n.)滅絕，消滅","WWF report warns annihilation of wildlife threatens civilisation – video"
"7535361","civilisation","文明；(n.)（英）文明（等於civilization）","WWF report warns annihilation of wildlife threatens civilisation – video"
"7535362","akin","類似的；(adj.)類似的，同類的，同族的","A cupcake is akin to a cake and relatives are akin to each other."
"7535363","roulette","輪盤賭；(n.)輪盤賭，刻騎縫孔的點線機，（郵票的）騎縫孔","The unchecked loss of biodiversity is akin to playing ecological roulette and will set back efforts to bring people out of poverty in the long term, they warned."
"7535366","interim","臨時；(n.)過渡時期，暫定","Newbold said that while losses in the interim would not be uniformly true, because of conservation efforts in certain parts of the world, “on average, we would predict in intervening period, there has been further loss.”"
"7537364","head off","阻止；轉移方向"
"7537365","caravan","大篷車; (n.) （可供居住的）拖車，大篷車；（穿過沙漠地帶的）旅行隊（如商隊）；<英>活動住宅；<美>移民列車"
"7537369","ploy","策略; (n.) 策略；活動；工作"
"7537379","porous","多孔; (adj.) 多孔滲水的；能滲透的；有氣孔的"
"7537384","smallpox","天花; (n.) [內科] 天花"
"7537387","leprosy","麻風; (n.) 痲瘋病；腐敗"
"7537391","fear-mongering","散佈恐慌"
"7537396","culinary","烹飪; (adj.) 廚房的；烹調用的"
"7537400","mortar","砂漿; (n.) 迫擊砲；臼，研缽；灰漿"
"7537403","ceramic","陶瓷的; (n.) 陶瓷；陶瓷製品"
"7537406","theobromine","可可鹼; (n.) [有化] 可可鹼"
"7537410","pottery","陶器; (n.) 陶器；陶器廠；陶器製造術"
"7537411","mitochondrial","線粒體; (adj.) 線粒體的"
"7537412","contamination","污染; (n.) 污染，玷污；污染物"
"7537414","vessel","容器; (n.) 船，艦；[組織] 脈管，血管；容器，器皿"
"7537419","Ecuador","厄瓜多爾; (n.) 厄瓜多爾（位於拉丁美洲）"
"7537421","botanists","植物學家; (n.) 植物學家"
"7537425","domestication","馴化; (n.) 馴養；教化"
"7537614","impound","關在欄中; (vt.) 沒收；拘留；將…關在圈中"
"7537617","neonatal","新生兒; (adj.) 新生的；初生的"
"7537619","gestational","妊娠期; (adj.) 妊娠期的；受孕的"
"7537620","diabetes","糖尿病; (n.) 糖尿病；多尿症"
"7538121","gnaw","啃; (vt.) 咬；折磨；侵蝕"
"7538122","glut","充斥; (n.) （商品）供過於求；大量"
"7538124","gluttonous","饕; (adj.) 貪吃的，暴食的；饕餮的"
"7538126","gloat","幸災樂禍; (vi.) 幸災樂禍；心滿意足地註視"
"7538130","gimmick","手法; (n.) 暗機關；騙人的玩意；花招"
"7538131","glean","蒐集; (vt.) 收集（資料）；拾（落穗）"
"7538132","glare","強光; (n.) 刺眼；耀眼的光；受公眾注目"
"7538133","gingerly","小心翼翼; (adj.) 謹慎的；輕手輕腳的；慎重的"
"7538136","gladiator","角鬥士; (n.) 鬥劍者；古羅馬公開表演的格鬥者；爭論者"
"7538140","execrate","詛咒; (vt.) 詛咒；憎惡；痛罵"
"7538148","excoriate","苛責; (vt.) 嚴厲的責難；擦破...的皮膚"
"7538149","exclamation","感嘆; (n.) 感嘆；驚叫；驚嘆詞"
"7538183","excrete","排泄; (vt.) 排泄；分泌"
"7538184","examplary","榜樣"
"7538185","excise","摘除; (n.) 消費稅；貨物稅"
"7538186","evince","表明; (vt.) 表明，表示；引起"
"7538188","evenhanded","不偏不倚; (adj.) 公平的；公平無私的"
"7549301","stale","陳舊；(adj.)陳腐的，不新鮮的","However, map data can become stale over time, reducing its quality."
"7549302","pore","研讀；(vt.)使注視；(vi.)細想，凝視，熟讀","Manually poring over the tickets to find those that point out inaccurate map data would not be scalable."
"7549303","pore over","仔細研究；集中精神地閱讀，注視","Manually poring over the tickets to find those that point out inaccurate map data would not be scalable."
"7549838","encumbrance","阻礙；(n.)累贅，妨害物","A burden or serious concern is an encumbrance."
"7549839","incumbrance","產權負擔；(n.)累贅，阻礙物，產權負擔","The increasing weight of the incumbrance but typified the growing heaviness of his heart."
"7550109","upfront","前期；(adj.)預付的，在前面的，正直的","Lacking upfront categorization, we need to deal with free-form text and detect signals associated with maps from it."
"7550111","leverage","利用；(v.)利用，舉債經營","Leveraging our customer support platform"
"7550131","snag","釘子；(n.)障礙，意外障礙，突出物","A snag is something sharp that sticks out, like a splinter or a dead tree branch."
"7550132","splinter","碎片；(n.)碎片，微小的東西，極瘦的人","A snag is something sharp that sticks out, like a splinter or a dead tree branch."
"7550133","protuberance","突起；(n.)突起，結節","N 						 						 						 						 a sharp protuberance"
"7550300","predecessor","前任; (n.) 前任，前輩"
"7550303","qualms","疑慮; (n.) 良心之譴責；不安"
"7550370","onus probandi","onus probandi；（拉）舉證責任","[The first [is], that the onus probandi lies in every case upon the party propounding a Will; and he must satisfy the conscience of the Court that the instrument so propounded is the last Will of a free and capable Testator."
"7550371","accuser","原告；(n.)原告，控告者，指責者","It means the burden of proof, which requires the accuser to prove the case against the accused."
"7550498","garbling","錯亂；(n.)精選費，精選，錯亂；(v.)斷章取義，精選（garble的ing形式）","(To avoid this one has to wait explicitly for their completion.) They even can write into the log file at the same time, thus garbling the output."
"7550863","proclivities","傾向；(n.)傾向，癖性","Some obsessions appear to have larger pertinence to a person's sexual proclivities ."
"7550939","interlace","交錯；(vt.)使交錯，使交織；(vi.)交織，交錯","Analog televisions, for example, interlace frames to create the appearance of 30 frames-per-second resolution."
"7550942","tidbit","珍聞；(n.)小欄報導，珍聞（等於titbit）"
"7550999","overhead","高架；(n.)天花板，[會計] 經常費用，間接費用，吊腳架空層；(adj.)高架的，在頭上的，在頭頂上的；(adv.)在頭頂上，在空中，在高處","You may be able to overhear the helicopters overhead ."
"7552790","scaffolding","腳手架; (n.) 腳手架；搭腳手架的材料"
"7553338","sperm","精子; (n.) 精子；精液；鯨蠟油"
"7553340","narwhal","獨角鯨; (n.) 獨角鯨（等於narwal）；[脊椎] 一角鯨（一種齒鯨，雄性有一長牙）"
"7553342","creep up","蠕升；滲上來"
"7553345","dorsal","背; (adj.) 背部的；背的，背側的"
"7553346","beluga","白鯨; (n.) [脊椎] 白鯨；白色大鰉魚"
"7553347","orcas","逆戟鯨; (n.) 逆戟鯨；獸人（orca的複數）"
"7553348","chum salmon","鮭魚"
"7554201","perceive","感知；(vt.)察覺，理解，認知；(vi.)感到，認識到","Improve perceived responsiveness"
"7554228","encroaching","攻城掠地；(adj.)漸漸滲入的"
"7554693","usurious","高利；(adj.)高利貸的","They could tolerate anything except someone who tampered with their usurious money-making."
"7554793","emanation","放射物；(n.)發出","Until that happens, though, the Supreme Court’s conservatives will continue to read the FAA’s penumbras and emanations to quash employees’ access to justice."
"7554901","subjugate","征服；(vt.)征服，使服從，剋制","The Idirans, on the other hand, conquer the species they considered inferior and subjugate them into their righteous religious empire."
"7554902","subservient","奴顏婢膝；(adj.)屈從的，奉承的，有用的","To subjugate is to repress someone, or to make them subservient to you."
"7555575","latechum salmon","鮭魚"
"7556190","slum","貧民窟; (n.) 貧民窟；陋巷；髒亂的地方"
"7556195","anchorage","錨地; (n.) 錨地；下錨；停泊稅"
"7556196","obnoxious","厭惡; (adj.) 討厭的；可憎的；不愉快的"
"7556197","hinged","樞; (v.) 給…裝上絞鏈；依…而定（hinge的過去分詞）"
"7556200","mellow","醇厚; (adj.) 圓潤的，柔和的；成熟的；芳醇的"
"7556202","chirruping","(vi.) 吱喳地叫"
"7556262","vulgar","庸俗; (n.) 平民，百姓"
"7556263","oaf","換孩; (n.) 呆子；白痴；畸形兒"
"7556266","grind","研磨; (n.) 磨；苦工作"
"7556278","tussle","爭論; (n.) 爭鬥，扭打"
"7556279","pantomime","啞劇; (n.) 啞劇；舞劇；手勢"
"7556283","waiver","放棄; (n.) 棄權，放棄；棄權證書"
"7556288","incitement","煽動; (n.) 煽動，刺激；激勵物"
"7557376","staggering","踉蹌; (adj.) 驚人的，令人震驚的"
"7557379","undimmed","絲毫未減; (adj.) 不模糊的；清楚的；不暗淡的；明亮的"
"7557408","archetype","原型; (n.) 原型"
"7557425","splashy","泥濘的; (adj.) 泥濘的；容易濺開的；遍布斑點的；引人注目的"
"7557430","antagonistic","對抗性的; (adj.) 敵對的；對抗性的；反對的","If you're antagonistic, you're hard to get along with. Harmony is not your friend — you prefer hostility and struggle."
"7557432","spiky","高低不平; (adj.) 大釘一般的；裝有大釘的；尖刻的；易怒的；有穗的"
"7557726","pledge","保證; (n.) 保證，誓言；抵押；抵押品，典當物"
"7557727","self-loathing","自我討厭的"
"7557728","tinged with","帶有"
"7558747","dally","玩弄; (vt.) 浪費（時間）"
"7558767","predicament","困境; (n.) 窘況，困境；狀態"
"7558771","brigandage","搶劫; (n.) 搶劫，土匪行為"
"7558772","brigandine","鑲; (n.) 鎖子鎧的一種"
"7558786","shagreen","鯊魚皮; (n.) 鯊革；表面粗糙又有粒狀的生皮"
"7558787","etymology","詞源; (n.) 語源，[語] 語源學"
"7558791","mosey","漫步; (n.) (Mosey)人名；(英)莫西"
"7558794","co-plaintiff","共同原告"
"7558835","honeydew","甘露; (n.) 蜜露；蜜汁；甘汁"
"7558838","privy","私下知道，知曉（內情）；廁所","Not many people are privy to what those top secret documents are all about, for example."
"7559004","levied","徵收; (v.) levy的過去式和過去分詞"
"7559005","levy","徵收; (n.) 徵收；徵兵，徵稅"
"7560065","trailblazing","開創性；(adj.)開拓性的","Here are the key trailblazing candidates who are diversifying American politics and have already won their races so far."
"7560092","subsidize","補貼；(vt.)資助，給與獎助金，向…行賄","There, she pushed a progressive agenda, including a $15 minimum wage and subsidizing higher education costs for low-income students."
"7560099","unravel","揭開；(vt.)解開，闡明，解決；(vi.)解決，散開","The mystery of how, exactly, the pyramids were built may have come a step closer to being unravelled after a team of archaeologists made a chance discovery in an ancient Egyptian quarry."
"7560100","archaeologist","考古學家；(n.)考古學家","The mystery of how, exactly, the pyramids were built may have come a step closer to being unravelled after a team of archaeologists made a chance discovery in an ancient Egyptian quarry."
"7560102","quarry","採石場；(n.)採石場，獵物，來源","The mystery of how, exactly, the pyramids were built may have come a step closer to being unravelled after a team of archaeologists made a chance discovery in an ancient Egyptian quarry."
"7560111","albeit","儘管；(conj.)雖然，即使","They believe the find to be significant because they say it suggests the work could have been done more quickly, albeit still involving the heavy labour of a large number of people."
